,week_number,geography_code,functional_class,congestion_pct_x,weighted_avg_tti_x,congestion_pct_y,weighted_avg_tti_y,congestion_pct_xy_pct,weighted_avg_tti_xy_pct,Road,Name,county,county names,weeknum_Friday
148,11,ca_fresno,2,0.034095833,1.0998625,0.036445139,1.106249846,0.935538576,0.994226127,Freeway,ca_fresno Freeway,fresno,Fresno,3/8/2020
149,11,ca_fresno,3,0.055504167,1.086833333,0.050778704,1.084930671,1.093059937,1.001753718,Arterial,ca_fresno Arterial,fresno,Fresno,3/8/2020
150,11,ca_glenn,1,0.0005125,1.063666667,0.000804398,1.063712539,0.637122302,0.999956876,Freeway,ca_glenn Freeway,glenn,Glenn,3/8/2020
151,11,ca_glenn,3,0.007191667,1.049054167,0.005713657,1.049358912,1.258680063,0.999709589,Arterial,ca_glenn Arterial,glenn,Glenn,3/8/2020
152,11,ca_humboldt,2,0.008616667,1.062708333,0.008670602,1.064155633,0.993779534,0.998639955,Freeway,ca_humboldt Freeway,humboldt,Humboldt,3/8/2020
153,11,ca_humboldt,3,0.3582,1.340004167,0.336715394,1.324928549,1.063806428,1.011378438,Arterial,ca_humboldt Arterial,humboldt,Humboldt,3/8/2020
154,11,ca_imperial,1,0.0235625,1.0759625,0.022700656,1.077325926,1.037965605,0.998734435,Freeway,ca_imperial Freeway,imperial,Imperial,3/8/2020
155,11,ca_imperial,2,0.016954167,1.05675,0.016745139,1.067313619,1.012482893,0.99010261,Freeway,ca_imperial Freeway,imperial,Imperial,3/8/2020
156,11,ca_imperial,3,0.0362375,1.119358333,0.034740664,1.11582963,1.043086005,1.003162404,Arterial,ca_imperial Arterial,imperial,Imperial,3/8/2020
157,11,ca_inyo,2,0.026041667,1.072783333,0.025624074,1.065524576,1.016296885,1.006812379,Freeway,ca_inyo Freeway,inyo,Inyo,3/8/2020
158,11,ca_inyo,3,0.055941667,1.154095833,0.058047261,1.15473912,0.96372621,0.999442916,Arterial,ca_inyo Arterial,inyo,Inyo,3/8/2020
159,11,ca_kings,1,0,1.0681,0.001778704,1.067500502,0,1.000561591,Freeway,ca_kings Freeway,kings,Kings,3/8/2020
160,11,ca_kings,2,0.00225,1.000695833,0.001470139,1.002428048,1.530467643,0.998271981,Freeway,ca_kings Freeway,kings,Kings,3/8/2020
161,11,ca_kings,3,0.009475,1.03935,0.009905517,1.036678897,0.956537657,1.002576597,Arterial,ca_kings Arterial,kings,Kings,3/8/2020
